Line,bus1,bus2
Line.LN6047575-3,bus1=N1137995.1,bus2=L3141401.1
Line.LN5472350-1,bus1=M1069154.2,bus2=L3104120.2
Line.LN5695520-1,bus1=M1026896.1,bus2=P860847.1
Line.LN6350537-1,bus1=M1026905,bus2=M1026907
Line.LN5472349-1,bus1=M1108344.3,bus2=M1108353.3
Line.LN81043320-2,bus1=L2763811.3,bus2=L2763812.3
Line.LN5593239-1,bus1=L3235256,bus2=M1069136
Line.LN5744341-1,bus1=L2897780,bus2=L3235255
Line.LN6495088-1,bus1=M3019248.2,bus2=M3021569.2
Line.LN5653485-1,bus1=M1026713.1,bus2=L2860504.1
Line.LN5472389-1,bus1=L3254230.1,bus2=M1047711.1
Line.LN6286965-1,bus1=M1026726,bus2=L2814529
Line.LN5894313-1,bus1=M1027092.1,bus2=L2689727.1
Line.LN6017290-1,bus1=M1047767.2,bus2=L2860484.2
Line.LN8976560-3,bus1=221-703009.3,bus2=L3150961.3
Line.LN6018330-1,bus1=L2711225.3,bus2=L3030200.3
Line.LN5986946-1,bus1=M1069535.2,bus2=M1069530.2
Line.LN5861081-1,bus1=M1089213.3,bus2=P895089.3
Line.LN6379462-1,bus1=M1047299,bus2=L3139121
Line.LN5654480-1,bus1=M1186064,bus2=M1186063
Line.LN6413568-1,bus1=M1069500.1,bus2=P827549.1
Line.LN6138598-1,bus1=L2991906.1,bus2=L2879054.1
Line.LN6047574-3,bus1=N1136661.3,bus2=L3029505.3
Line.LN5712507-1,bus1=L2689691,bus2=M1009763
Line.LN5684869-1,bus1=M1108347.3,bus2=M1108355.3
Line.LN5621848-3,bus1=N1136353.2,bus2=L2820535.2
Line.LN5895778-1,bus1=L2727795.3,bus2=L2972704.3
Line.LN5988007-1,bus1=M1166368.1,bus2=L3086098.1
Line.LN5744326-1,bus1=M1009832.2,bus2=M1009838.2
Line.LN6381844-1,bus1=L3030197,bus2=M1142868
Line.LN5593231-1,bus1=M1069408.2,bus2=L2822867.2
Line.LN5746549-1,bus1=M1069463.2,bus2=M1069462.2
Line.L5397_48332_sw,bus1=D6049822-1_INT.1,bus2=E182722.1
Line.LN6049822-1,bus1=M1069382.1,bus2=D6049822-1_INT.1
Line.LN5653468-1,bus1=M1047323.1,bus2=L3010569.1
Line.LN5534967-1,bus1=M1089174.3,bus2=P827501.3
Line.LN6506307-4,bus1=L3207907,bus2=M3037441
Line.LN6170303-1,bus1=L3198358.2,bus2=L3104859.2
Line.LN5565240-1,bus1=M1108506.1,bus2=M1108501.1
Line.LN81001717-1,bus1=L3101194.3,bus2=L2862616.3
Line.LN6001653-1,bus1=M1026834,bus2=M1026829
Line.LN5835140-1,bus1=L2879073.3,bus2=M1069205.3
Line.LN6169243-1,bus1=M1047834.2,bus2=M1047835.2
Line.LN5804808-1,bus1=M1009715.1,bus2=L3010563.1
Line.LN5544392-1,bus1=M1089122.3,bus2=P860892.3
Line.LN5712584-3,bus1=N1142107.3,bus2=L3101827.3
Line.LN6231998-1,bus1=R18245,bus2=E182746
Line.LN6409799-1,bus1=M1010015.1,bus2=M1010014.1
Line.LN6380815-1,bus1=L3066813.2,bus2=L2991910.2
Line.LN6139655-1,bus1=M1108331.3,bus2=M1108334.3
Line.LN5956488-1,bus1=L2785531.1,bus2=L3216358.1
Line.LN5594212-1,bus1=L2955047,bus2=L3179646
Line.LN5653469-1,bus1=L3066818.2,bus2=L3178981.2
Line.LN6229803-2,bus1=M1026808.3,bus2=N1140520.3
Line.LN5496764-1,bus1=M1047720.3,bus2=L2954345.3
Line.LN6108129-1,bus1=M1047728.2,bus2=L2804255.2
Line.LN6139656-1,bus1=M1108356.3,bus2=L2842390.3
Line.LN5714053-1,bus1=M1026323.2,bus2=M1026320.2
Line.LN6352834-1,bus1=P829975.3,bus2=L3160871.3
Line.LN6259996-1,bus1=M1047521,bus2=M1047526
Line.LN6169256-1,bus1=M1047338.1,bus2=L2691953.1
Line.LN6109147-1,bus1=M1142833.3,bus2=L2767408.3
Line.LN6991377-17,bus1=M3949157.1,bus2=L3728037.1
Line.LN5528574-3,bus1=N1141480.3,bus2=P895113.3
Line.LN6411392-1,bus1=M1047368.2,bus2=L2841620.2
Line.LN6324073-1,bus1=M1166396.3,bus2=M1166399.3
Line.LN6206103-1,bus1=M1108507.1,bus2=L3108449.1
Line.LN5800830-1,bus1=196-29520,bus2=L3160109
Line.LN5591708-1,bus1=M1125952.3,bus2=P901936.3
Line.LN5472340-1,bus1=M1108267.2,bus2=M1108266.2
Line.LN5562937-3,bus1=N1145956.1,bus2=L2729412.1
Line.LN6350541-1,bus1=L3160107,bus2=L3104125
Line.LN8945011-1,bus1=P827528.3,bus2=221-240988.3
Line.LN5655685-1,bus1=M1026709.3,bus2=P827561.3
Line.LN5683812-1,bus1=M1108364.3,bus2=L2897766.3
Line.LN5803299-1,bus1=M1026798.1,bus2=L2952014.1
Line.LN6138593-1,bus1=L2748125.3,bus2=L2673303.3
Line.LN5563909-2,bus1=M3036162.2,bus2=L2879753.2
Line.LN6260002-1,bus1=M1026810.1,bus2=L2914324.1
Line.LN5833721-1,bus1=M1026726.2,bus2=L2876847.2
Line.LN6407206-1,bus1=P895113.3,bus2=L2711225.3
Line.LN5532786-3,bus1=N1139257.2,bus2=L3029518.2
Line.LN5985348-1,bus1=M1047787.2,bus2=L3157710.2
Line.LN5774454-1,bus1=M1047388.2,bus2=L2691942.2
Line.LN5683829-1,bus1=M1026394.1,bus2=M1026393.1
Line.LN5741170-2,bus1=N1140821.3,bus2=L3189188.3
Line.LN5591710-2,bus1=L3179650,bus2=L3232902
Line.LN5533786-1,bus1=M1142865,bus2=L3030197
Line.LN5714063-2,bus1=N1136365,bus2=M1069517
Line.LN5865249-1,bus1=M1026697,bus2=M1026690
Line.LN6380834-1,bus1=M1069627.2,bus2=L3254228.2
Line.LN6079949-2,bus1=P827507.3,bus2=N1137956.3
Line.LN6017286-1,bus1=L2785512.2,bus2=M1047813.2
Line.LN5684911-1,bus1=M1142815,bus2=M1142814
Line.LN6506314-2,bus1=L2767408.3,bus2=L3217053.3
Line.LN5653492-1,bus1=M1026357.3,bus2=L3178997.3
Line.LN6439987-1,bus1=M1125904.1,bus2=M1125903.1
Line.LN6380802-1,bus1=M1069488.3,bus2=M1069489.3
Line.LN6409797-4,bus1=L2764412.1,bus2=N1134470.1
Line.LN5804798-2,bus1=M1047763.2,bus2=N1136030.2
Line.LN5502524-1,bus1=L2691942.2,bus2=M1047374.2
Line.LN6169245-1,bus1=M1069398.1,bus2=L2785513.1
Line.LN5927382-1,bus1=M1209782.1,bus2=L3217056.1
Line.LN6495087-1,bus1=M1009827.2,bus2=M3019248.2
Line.LN6138607-1,bus1=L2785524.3,bus2=M1069201.3
Line.LN6108134-1,bus1=M1047406.1,bus2=L2691947.1
Line.LN5896833-1,bus1=M1149233,bus2=L3048965
Line.LN5683817-1,bus1=M1047766.2,bus2=L3216344.2
Line.LN6140925-1,bus1=M1166366.3,bus2=P830058.3
Line.LN6047559-2,bus1=M1089155.3,bus2=M3037540.3
Line.LN6350529-1,bus1=M1089199,bus2=M1089197
Line.LN5714048-1,bus1=L2673315.1,bus2=M1089148.1
Line.LN81354562-7,bus1=N1140526.3,bus2=M3763620.3
Line.WG127_48332_sw,bus1=228-961799-3_INT.3,bus2=193-46661.3
Line.LN8961799-3,bus1=L2729207.3,bus2=228-961799-3_INT.3
Line.LN6351510-1,bus1=M1142821,bus2=L2711226
Line.LN5683843-1,bus1=M1026826.1,bus2=M1026820.1
Line.LN5625542-1,bus1=M1108335.3,bus2=M1108340.3
Line.LN5744364-1,bus1=M1027036.2,bus2=L3010580.2
Line.LN6198053-1,bus1=M1010004.1,bus2=M1010003.1
Line.LN6288699-1,bus1=P901933.1,bus2=M1069563.1
Line.LN5804787-1,bus1=M1108527.2,bus2=L3141394.2
Line.LN5895771-3,bus1=N1139264.1,bus2=M1069465.1
Line.LN5835127-1,bus1=M1027001.2,bus2=M1027004.2
Line.LN5859993-1,bus1=L3104154.3,bus2=L3104155.3
Line.LN247171_sw,bus1=D6047588-1_INT.2,bus2=F739844.2
Line.LN6047588-1,bus1=M1026488.2,bus2=D6047588-1_INT.2
Line.LN6380812-1,bus1=M1047756.1,bus2=M1047755.1
Line.LN6138611-1,bus1=M1026320.2,bus2=L3104130.2
Line.LN5835139-1,bus1=L2841625.3,bus2=L3010566.3
Line.LN5472396-1,bus1=M1027038.2,bus2=M1027036.2
Line.LN5502536-3,bus1=N1141475.3,bus2=M1009655.3
Line.LN6409872-3,bus1=M4350438.2,bus2=L2935568.2
Line.LN6047605-1,bus1=M1047293,bus2=M1047292
Line.LN6322630-1,bus1=M1026656.1,bus2=L2729428.1
Line.LN5682333-1,bus1=P901905.2,bus2=L2804257.2
Line.LN5835149-1,bus1=M1026330,bus2=M1026329
Line.LN5926296-1,bus1=M1108265.2,bus2=M1108264.2
Line.LN6138610-3,bus1=L2897777,bus2=N1144665
Line.LN5895783-1,bus1=M1026309.2,bus2=L2860488.2
Line.LN5534965-3,bus1=N1139254.1,bus2=L3122811.1
Line.LN5653458-1,bus1=M1069408.2,bus2=L2897774.2
Line.LN5804795-1,bus1=M1047386.2,bus2=L3254211.2
Line.LN5593221-1,bus1=M1069484.3,bus2=L2785517.3
Line.LN5623418-1,bus1=L2766738,bus2=M1069513
Line.LN6381858-1,bus1=M1209774,bus2=L3123509
Line.LN6320348-1,bus1=L2673326.2,bus2=L2691938.2
Line.LN5683818-1,bus1=M1026954,bus2=L2804256
Line.LN5986926-2,bus1=M1047688.3,bus2=N1144664.3
Line.LN5683807-1,bus1=M1047718.1,bus2=M1047721.1
Line.LN5926284-2,bus1=L3141388.3,bus2=L3626914.3
Line.LN5987955-3,bus1=L3552667.3,bus2=L3160862.3
Line.LN6991378-3,bus1=M3949157.1,bus2=L3727709.1
Line.LN5865230-1,bus1=M1089177.3,bus2=L2822863.3
Line.LN5653479-1,bus1=M1069505,bus2=M1069509
Line.LN6346338-1,bus1=M1142874.3,bus2=P895111.3
Line.LN6383061-1,bus1=P827573.2,bus2=L2710542.2
Line.LN6138639-1,bus1=M1047311.1,bus2=L2748158.1
Line.LN6077802-1,bus1=L3254234.2,bus2=L3104114.2
Line.LN5472362-1,bus1=M1047432.1,bus2=P903360.1
Line.LN5863709-1,bus1=M1047722.2,bus2=L3214064.2
Line.LN5562933-2,bus1=N1140523.3,bus2=L2766724.3
Line.LN5622467-1,bus1=M1186061,bus2=L3139366
Line.LN6260016-1,bus1=M1069557.2,bus2=M1069554.2
Line.LN6380805-1,bus1=M1108526,bus2=M1089199
Line.LN8979344-4,bus1=N1139251.3,bus2=M1069249.3
Line.LN6351417-1,bus1=M1126005.1,bus2=L3011229.1
Line.LN6078774-1,bus1=M1166362.1,bus2=M1166355.1
Line.LN6108142-1,bus1=E206209,bus2=L2897777
Line.LN6017301-3,bus1=N1139550.1,bus2=L3197639.1
Line.LN6379462-3,bus1=L2763153,bus2=M1047293
Line.LN6505946-1,bus1=M3036167.2,bus2=L3085391.2
Line.LN5650219-1,bus1=M1026700,bus2=M1026706
Line.LN6047599-3,bus1=Q14414,bus2=L2691952
Line.LN5986934-1,bus1=M1047358.1,bus2=L2897781.1
Line.L5523_48332_sw,bus1=D6049825-1_INT,bus2=E182748
Line.LN6049825-1,bus1=M1047309,bus2=D6049825-1_INT
Line.LN6134417-3,bus1=N1142110.1,bus2=L2673316.1
Line.LN6047571-1,bus1=L2691950.3,bus2=L2916609.3
Line.LN5956470-1,bus1=M1047558,bus2=M1047550
Line.LN5761784-1,bus1=M1069498,bus2=M1069499
Line.LN6418150-1,bus1=M1026736.2,bus2=M1026745.2
Line.LN6290219-1,bus1=M1026387.1,bus2=L3104132.1
Line.LN5989328-1,bus1=P829974.1,bus2=L2805034.1
Line.LN5532746-1,bus1=L2822866,bus2=M1047688
Line.LN6505944-2,bus1=P827563.2,bus2=N1138595.2
Line.LN5472346-1,bus1=L3160100.2,bus2=L3085390.2
Line.LN6320354-1,bus1=L2954361.2,bus2=M1069627.2
Line.LN5806918-3,bus1=N1139540.1,bus2=L2991907.1
Line.LN5803255-1,bus1=E182744.2,bus2=L2801895.2
Line.LN5865270-1,bus1=L2691973.1,bus2=M1026890.1
Line.LN6320335-1,bus1=M1047671.1,bus2=L2710511.1
Line.LN5593229-1,bus1=M1026984,bus2=M1026986
Line.LN6043468-2,bus1=P895082.2,bus2=N1142106.2
Line.LN5898055-2,bus1=M1069424.1,bus2=N1139255.1
Line.LN6292614-1,bus1=M1142832.3,bus2=P829962.3
Line.LN5985347-2,bus1=M1069524.1,bus2=L3254230.1
Line.LN6018333-1,bus1=M1209751.2,bus2=M1209750.2
Line.LN5958702-2,bus1=P827505.3,bus2=N1137958.3
Line.LN6015889-4,bus1=M4118755.1,bus2=M1209782.1
Line.LN6231994-1,bus1=M1069226.3,bus2=M1069227.3
Line.LN6077810-1,bus1=L2841645.3,bus2=L3066829.3
Line.LN6411367-1,bus1=L3216342.2,bus2=L2879063.2
Line.LN6900591-29,bus1=N1140528.1,bus2=L3649297.1
Line.LN6291252-1,bus1=M1125902,bus2=226-23751
Line.LN5926310-2,bus1=M1026744,bus2=N1140817
Line.LN5898058-2,bus1=N1136029.2,bus2=M1047767.2
Line.LN6077815-3,bus1=N1136028,bus2=L2876797
Line.LN5956498-2,bus1=M1069437.3,bus2=N1139258.3
Line.LN6327237-1,bus1=M1026693.2,bus2=M1026699.2
Line.LN6318761-1,bus1=M1142875,bus2=M1125944
Line.LN5863691-1,bus1=M1026895.3,bus2=L2820528.3
Line.LN81018878-2,bus1=P873801.3,bus2=N1138608.3
Line.LN5532789-1,bus1=L3048230.3,bus2=L2991943.3
Line.LN5865268-3,bus1=N1139260,bus2=L2925506
Line.LN5683846-1,bus1=L3216361.2,bus2=L2729434.2
Line.LN5894212-1,bus1=M1069549,bus2=M1069556
Line.LN5924720-2,bus1=L2970811.1,bus2=M1027121.1
Line.LN5835136-3,bus1=N1137988.1,bus2=L2991908.1
Line.LN6292600-1,bus1=M1108490.1,bus2=P829798.1
Line.LN5895777-1,bus1=L3178977.3,bus2=L3160105.3
Line.LN6991381-2,bus1=M3949154.1,bus2=L3728038.1
Line.LN5865235-2,bus1=L2841621,bus2=N1137986
Line.LN5528573-3,bus1=N1141479.1,bus2=L3198348.1
Line.LN5833720-1,bus1=M1069582.2,bus2=L2933165.2
Line.LN6015809-1,bus1=L2876813.1,bus2=L2785531.1
Line.LN5528573-2,bus1=P895114.1,bus2=N1141479.1
Line.LN5774448-1,bus1=L3104118.3,bus2=L2748126.3
Line.LN5563852-1,bus1=M1108529.3,bus2=P829796.3
Line.LN5895810-1,bus1=L2766744.2,bus2=M1027038.2
Line.LN6230698-1,bus1=M1166394.3,bus2=M1166398.3
Line.LN247171,bus1=F739844.2,bus2=L0247171.2
Line.LN6230694-1,bus1=M1108372.2,bus2=L3179607.2
Line.LN5894192-1,bus1=M1009705.1,bus2=M1009698.1
Line.LN5956459-1,bus1=M1089158.3,bus2=M1089162.3
Line.LN6292461-1,bus1=L2861197.3,bus2=L3160896.3
Line.LN6261048-1,bus1=M1166370.3,bus2=L3067506.3
Line.LN5472344-1,bus1=M1009832.2,bus2=M1009834.2
Line.LN5895782-1,bus1=L2973163.2,bus2=M1026309.2
Line.LN5532740-1,bus1=M1089170.3,bus2=L3029497.3
Line.LN8979358-2,bus1=L2803194.3,bus2=L3047073.3
Line.LN6108138-3,bus1=N1139543.3,bus2=L2727795.3
Line.LN81354562-6,bus1=221-559681.3,bus2=N1140526.3
Line.LN5532756-1,bus1=L3104133.1,bus2=M1047323.1
Line.LN5591696-1,bus1=M1069225.3,bus2=L3122819.3
Line.LN5866187-1,bus1=M1166402.3,bus2=L3048889.3
Line.LN6169242-1,bus1=L2691938.2,bus2=M1009840.2
Line.LN5561442-1,bus1=M1125947,bus2=L3214071
Line.LN5504713-2,bus1=P827522.1,bus2=N1142111.1
Line.LN5986964-1,bus1=M1047303.3,bus2=L3048230.3
Line.LN5956494-1,bus1=M1027068.3,bus2=L3235268.3
Line.LN5500962-2,bus1=M1026953.2,bus2=L3008232.2
Line.LN6258463-1,bus1=M1149249.3,bus2=M1142880.3
Line.LN5526906-1,bus1=L3120484,bus2=M1026896
Line.LN5524067-1,bus1=M1108520.3,bus2=M1108514.3
Line.LN6106582-1,bus1=L2876812.1,bus2=L2970811.1
Line.LN5943422-1,bus1=P859694.3,bus2=L2746587.3
Line.LN5517002-9,bus1=N1138604,bus2=L3143999
Line.LN5798823-1,bus1=M1142808.2,bus2=L3160868.2
Line.LN6047555-1,bus1=M1069488.3,bus2=L2748125.3
Line.LN6122719-1,bus1=M1027100.1,bus2=L3140238.1
Line.LN5502542-1,bus1=M1026851,bus2=L3235257
Line.LN5774456-1,bus1=M1027041.3,bus2=L3010564.3
Line.LN6229793-1,bus1=M1069483,bus2=M1069481
Line.LN5835141-1,bus1=M1089113.2,bus2=L2691946.2
Line.LN6258471-1,bus1=L3195327.1,bus2=L3139103.1
Line.LN6153057-1,bus1=L2766747.1,bus2=M1026732.1
Line.LN5894238-1,bus1=M1026866,bus2=M1026844
Line.LN5806917-1,bus1=E182723.3,bus2=M1089177.3
Line.LN6102834-2,bus1=L3119793.2,bus2=M1047371.2
Line.LN6073575-2,bus1=M1026807,bus2=N1140521
Line.LN5502523-1,bus1=M1089163.3,bus2=L3066807.3
Line.LN6048520-1,bus1=L3086002.3,bus2=M1126031.3
Line.LN5956498-3,bus1=N1139258.3,bus2=L3066810.3
Line.LN6201694-1,bus1=M1069420.1,bus2=P827499.1
Line.LN7061777-4,bus1=N1138606.3,bus2=M1069335.3
Line.LN81048100-6,bus1=P904452.2,bus2=221-282818.2
Line.LN5683811-1,bus1=L2785516.2,bus2=M1108274.2
Line.LN5472358-1,bus1=M1069205.3,bus2=M1069208.3
Line.LN5503478-3,bus1=N1142102.1,bus2=L2804956.1
Line.LN6047562-1,bus1=M1047777.2,bus2=M1047780.2
Line.LN5895773-1,bus1=L2748130.2,bus2=L3254212.2
Line.LN6318742-1,bus1=M1026767.1,bus2=L3029500.1
Line.LN6198028-1,bus1=M1069524.1,bus2=L2820533.1
Line.LN5653450-1,bus1=M1069147.3,bus2=L2879055.3
Line.LN5651998-1,bus1=L3048937.3,bus2=L3176661.3
Line.LN5744333-1,bus1=M1108340.3,bus2=M1108344.3
Line.LN5472364-1,bus1=M1047434.1,bus2=M1047435.1
Line.LN6137085-1,bus1=M1026665.1,bus2=L3232933.1
Line.LN5576174-3,bus1=E183473,bus2=R20703
Line.LN5804780-1,bus1=M1008743.2,bus2=L3104115.2
Line.LN5987956-1,bus1=M1209750.2,bus2=L3086075.2
Line.LN6108169-1,bus1=M1047766.2,bus2=M1047768.2
Line.LN5591731-1,bus1=L2933135,bus2=M1108484
Line.LN5865225-1,bus1=M1009824.2,bus2=L2822857.2
Line.LN5714049-1,bus1=M1069202.3,bus2=L3104126.3
Line.LN6171504-1,bus1=P827542.2,bus2=M1026486.2
Line.LN81354562-4,bus1=P1121282.3,bus2=221-559681.3
Line.LN5896798-1,bus1=M1209807,bus2=M1209805
Line.LN5894215-1,bus1=M1125903.1,bus2=L2989565.1
Line.LN6229794-1,bus1=L2673310.1,bus2=L3104121.1
Line.LN6019480-1,bus1=M1009763,bus2=E182733
Line.LN6435650-1,bus1=L2806553.3,bus2=M1166391.3
Line.LN6320331-1,bus1=L3085396.1,bus2=L3122813.1
Line.LN5714974-1,bus1=M1209811,bus2=M1209807
Line.LN5472368-1,bus1=M1047358.1,bus2=L2729411.1
Line.LN6229795-2,bus1=N1137003.1,bus2=L2935555.1
Line.LN6012046-1,bus1=M1047486,bus2=M1047484
Line.LN6436903-4,bus1=M3037453.1,bus2=L2785546.1
Line.LN8979254-2,bus1=221-311905,bus2=L3215203
Line.LN6255312-1,bus1=M1026812.1,bus2=L3122847.1
Line.LN6169255-1,bus1=M1047335.1,bus2=L2710519.1
Line.LN5774470-2,bus1=N1138594.1,bus2=M1026679.1
Line.LN6017288-1,bus1=L3141396.3,bus2=L3066808.3
Line.LN6505949-1,bus1=L2691952,bus2=M3036170
Line.LN6409781-3,bus1=N1136362.1,bus2=L3197652.1
Line.LN6199040-1,bus1=M1026773.1,bus2=L3195751.1
Line.LN6320322-1,bus1=L2879055.3,bus2=L2973144.3
Line.LN5623405-1,bus1=M1026660.1,bus2=M1026657.1
Line.LN5502557-1,bus1=M1069555.2,bus2=L3085410.2
Line.LN6505950-1,bus1=M3036170,bus2=M1026670
Line.LN5683823-1,bus1=M1089119,bus2=M1089118
Line.LN5804809-1,bus1=M1009720.1,bus2=L3178982.1
Line.LN6506310-2,bus1=M1125988,bus2=L2767340
Line.LN5714051-1,bus1=L3197636.2,bus2=M1047424.2
Line.LN5924709-1,bus1=M1125959.3,bus2=L2861197.3
Line.LN6077779-1,bus1=M1089132.3,bus2=L3029503.3
Line.LN5803273-1,bus1=L2876798,bus2=M1069457
Line.LN5532752-2,bus1=M1047534.1,bus2=N1136660.1
Line.LN5985355-1,bus1=L2783231.2,bus2=L3254227.2
Line.LN5472357-1,bus1=L2822867.2,bus2=M1069412.2
Line.LN5895793-1,bus1=L3104136,bus2=L2822872
Line.LN6505945-1,bus1=M3036167.2,bus2=L2973156.2
Line.LN6047585-1,bus1=L2914324.1,bus2=M1026805.1
Line.LN5591716-1,bus1=L3048888.3,bus2=M1149249.3
Line.2002200004641085_sw,bus1=D5587291-3_INT,bus2=Q14734
Line.LN5587291-3,bus1=190-8581,bus2=D5587291-3_INT
Line.LN6199528-1,bus1=M1047358.1,bus2=L3197644.1
Line.LN6167749-1,bus1=M1009843.2,bus2=L3251806.2
Line.LN5895804-1,bus1=M1069513,bus2=M1069516
Line.LN5805728-1,bus1=L3179646,bus2=L2674027
Line.LN5894312-1,bus1=L2879075.1,bus2=L3251830.1
Line.LN5651985-2,bus1=M1069548.3,bus2=N1136357.3
Line.LN6256144-4,bus1=L2804249,bus2=N1139547
Line.LN5683825-1,bus1=M1026848.1,bus2=L2935557.1
Line.LN8979371-1,bus1=M1069250.3,bus2=L2690868.3
Line.LN5866268-1,bus1=L3030204,bus2=M1186072
Line.LN6103754-1,bus1=M1166400.3,bus2=L3179637.3
Line.LN6504019-5,bus1=M1186067,bus2=M3032980
Line.LN5562918-1,bus1=M1108262.2,bus2=M1108261.2
Line.LN6411364-1,bus1=M1069364.3,bus2=M1069365.3
Line.LN5621860-1,bus1=M1108328.3,bus2=L3160878.3
Line.LN5866266-1,bus1=L3067506.3,bus2=M1166386.3
Line.LN6015795-1,bus1=L2767414.3,bus2=M1108331.3
Line.XJ171_48332_sw,bus1=D5513564-1_INT,bus2=E192201
Line.LN5513564-1,bus1=R20185,bus2=D5513564-1_INT
Line.LN6201702-2,bus1=N1147866.1,bus2=M1026713.1
Line.LN5473436-2,bus1=L2674047,bus2=L2692655
Line.LN6375549-6,bus1=L3181545,bus2=N1138603
Line.LN6108153-1,bus1=L3178976.1,bus2=M1026779.1
Line.LN5775433-3,bus1=L3065665.1,bus2=L3235946.1
Line.LN5683809-1,bus1=L2785514.1,bus2=L3235244.1
Line.LN6411373-3,bus1=N1147864.1,bus2=L2710536.1
Line.LN5952392-1,bus1=M1209819.3,bus2=L2936216.3
Line.LN5804797-1,bus1=M1047786.2,bus2=M1026969.2
Line.LN5804837-1,bus1=M1026492.2,bus2=L3048231.2
Line.LN6413567-2,bus1=M1069175,bus2=N1139541
Line.LN81043320-1,bus1=M1069328.3,bus2=L2763811.3
Line.LN6199520-1,bus1=M1069201.3,bus2=L3010565.3
Line.A8869_48332_sw,bus1=D6198039-1_INT,bus2=E206217
Line.LN6198039-1,bus1=L3123452,bus2=D6198039-1_INT
Line.LN6350544-2,bus1=M1047552,bus2=N1136669
Line.LN5865242-1,bus1=L2879071.2,bus2=L3029504.2
Line.LN6359077-2,bus1=L3253570.3,bus2=L2937757.3
Line.LN5498301-1,bus1=M1026796,bus2=M1026795
Line.LN5625550-1,bus1=L2710513.2,bus2=P827553.2
Line.LN5623393-1,bus1=M1069154.1,bus2=L2804251.1
Line.LN5604685-1,bus1=M1089143,bus2=M1089145
Line.LN5894211-1,bus1=M1069549.3,bus2=P901931.3
Line.LN5742835-1,bus1=M1009770,bus2=L2689691
Line.LN5651970-1,bus1=M1069130.1,bus2=M1069133.1
Line.LN5773040-2,bus1=M1047722,bus2=L2841621
Line.LN5741170-3,bus1=M1026700.3,bus2=N1140821.3
Line.LN5472359-1,bus1=M1047406.1,bus2=L3216348.1
Line.LN5651966-1,bus1=M1026953.2,bus2=L2764399.2
Line.LN6409780-1,bus1=P895117.2,bus2=M1069532.2
Line.LN6102834-1,bus1=M1047379.2,bus2=L3119793.2
Line.LN5502537-1,bus1=L2879077.2,bus2=M1026693.2
Line.LN5896834-1,bus1=M1166375,bus2=L2842383
Line.LN5715052-1,bus1=M1166368,bus2=L2973833
Line.LN6228316-5,bus1=L2745811.3,bus2=M4122657.3
Line.LN5774455-3,bus1=N1136999.1,bus2=M1047671.1
Line.LN5653467-1,bus1=M1026393.1,bus2=L2804252.1
Line.LN6383460-1,bus1=196-29519,bus2=L3066815
Line.LN6437384-1,bus1=M1108526.3,bus2=P895075.3
Line.LN5623428-1,bus1=L2841648.1,bus2=L2710544.1
Line.LN5895780-3,bus1=N1140519,bus2=L2991914
Line.LN5837361-7,bus1=M1069456.3,bus2=N1147867.3
Line.LN5744353-1,bus1=M1047795.2,bus2=L3160117.2
Line.LN6048632-1,bus1=L2936275.2,bus2=L3179674.2
Line.LN5804811-1,bus1=L3029510.2,bus2=L2729409.2
Line.LN5716232-1,bus1=E182731.2,bus2=M1026327.2
Line.LN5716230-3,bus1=N1136658,bus2=M1047566
Line.LN5503546-1,bus1=M1125994,bus2=L2730149
Line.LN5653481-1,bus1=M1047792.2,bus2=L2860500.2
Line.LN6381853-1,bus1=M1142843,bus2=L2955077
Line.LN5895785-1,bus1=L2710520.1,bus2=M1069131.1
Line.LN5593233-1,bus1=M1069208.3,bus2=M1069213.3
Line.LN6438273-2,bus1=M1026700,bus2=N1140823
Line.LN6412355-1,bus1=M1166374,bus2=L2786266
Line.LN5532785-1,bus1=M1069468,bus2=M1069464
Line.LN5833622-1,bus1=M1069174.3,bus2=L3216347.3
Line.LN5898058-3,bus1=P827509.2,bus2=N1136029.2
Line.LN6260929-1,bus1=L2767341,bus2=M1125968
Line.LN5623388-1,bus1=L2691936.1,bus2=M1026941.1
Line.LN6290198-1,bus1=M1089197,bus2=M1089196
Line.LN6505937-2,bus1=M1125905.2,bus2=L3142079.2
Line.LN5833624-2,bus1=E206211,bus2=N1134480
Line.LN5654472-1,bus1=M1209791,bus2=M1209790
Line.LN5926297-1,bus1=M1069156.3,bus2=L2710510.3
Line.LN5957495-1,bus1=L3160871.3,bus2=L3030203.3
Line.LN6380838-1,bus1=L2766741,bus2=M1069382
Line.LN5562931-2,bus1=M1047558.3,bus2=N1137996.3
Line.LN6017298-1,bus1=L2841627.1,bus2=L3254216.1
Line.LN6170302-1,bus1=M1108311,bus2=L2879773
Line.LN5806919-1,bus1=E182724,bus2=M1069169
Line.LN5714075-1,bus1=L2804282.3,bus2=L3104154.3
Line.LN5683830-1,bus1=M1026341,bus2=L2973162
Line.LN5894206-3,bus1=L2895449,bus2=N1137005
Line.LN5623416-1,bus1=M1069500,bus2=M1047574
Line.LN5594243-1,bus1=M1166373.1,bus2=M1166369.1
Line.LN6411381-1,bus1=L2991912.1,bus2=L3104128.1
Line.LN5895774-1,bus1=L2879068.2,bus2=M1047773.2
Line.LN6200441-1,bus1=M1166399.3,bus2=L3048890.3
Line.LN5644817-2,bus1=L3225319.2,bus2=L3048201.2
Line.LN5502550-1,bus1=M1009843.2,bus2=M1009855.2
