Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"X3141398A", 0.208, 1,     119.87,  -31.8,   0.99818, 2,    119.877,  148.2,   0.99823, 0, 0, 0, 0, 0, 0, 0, 0
"X3085403A", 0.208, 1,    120.798,  -31.5,    1.0059, 2,    120.805,  148.5,     1.006, 0, 0, 0, 0, 0, 0, 0, 0
"X3236011B", 0.208, 1,    126.519, -148.3,    1.0535, 2,    126.527,   31.7,    1.0536, 0, 0, 0, 0, 0, 0, 0, 0
"X2710542B", 0.208, 1,    121.954, -149.9,    1.0155, 2,    121.961,   30.1,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0
"X2801896B", 0.208, 1,    120.233, -150.5,    1.0012, 2,     120.24,   29.5,    1.0013, 0, 0, 0, 0, 0, 0, 0, 0
"X3029501B", 0.208, 1,    121.087, -149.9,    1.0083, 2,    121.094,   30.1,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"X3159645A", 0.208, 1,    122.249,  -31.5,     1.018, 2,    122.256,  148.5,     1.018, 0, 0, 0, 0, 0, 0, 0, 0
"X3125349C", 0.208, 1,    122.051,   95.1,    1.0163, 2,    122.058,  -84.9,    1.0164, 0, 0, 0, 0, 0, 0, 0, 0
"X2973149B", 0.208, 1,    120.496, -149.8,    1.0034, 2,    120.503,   30.2,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"X3030205C", 0.208, 1,      125.9,   92.0,    1.0484, 2,    125.908,  -88.0,    1.0485, 0, 0, 0, 0, 0, 0, 0, 0
"X2841615A", 0.208, 1,     121.48,  -31.8,    1.0116, 2,    121.487,  148.2,    1.0116, 0, 0, 0, 0, 0, 0, 0, 0
"X2767407B", 0.208, 1,    126.304, -148.3,    1.0518, 2,    126.311,   31.7,    1.0518, 0, 0, 0, 0, 0, 0, 0, 0
"X3139103A", 0.208, 1,    119.012,  -32.1,   0.99103, 2,    119.019,  147.9,   0.99109, 0, 0, 0, 0, 0, 0, 0, 0
"X3011293A", 0.208, 1,    125.461,  -29.2,    1.0447, 2,    125.469,  150.8,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"X3011293B", 0.208, 1,    126.459, -148.5,     1.053, 2,    126.467,   31.5,    1.0531, 0, 0, 0, 0, 0, 0, 0, 0
"X3011293C", 0.208, 1,    126.209,   91.8,     1.051, 2,    126.217,  -88.2,     1.051, 0, 0, 0, 0, 0, 0, 0, 0
"X3181545C", 0.208, 1,    122.098,   95.1,    1.0167, 2,    122.105,  -84.9,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"X2935555A", 0.208, 1,    121.991,  -31.5,    1.0158, 2,    121.998,  148.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"X3048207B", 0.208, 1,     120.71, -149.8,    1.0052, 2,    120.717,   30.2,    1.0052, 0, 0, 0, 0, 0, 0, 0, 0
"X3160104B", 0.208, 1,    120.459, -149.9,    1.0031, 2,    120.466,   30.1,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0
"X2851933A", 0.208, 1,    120.468,  -31.6,    1.0032, 2,    120.475,  148.3,    1.0032, 0, 0, 0, 0, 0, 0, 0, 0
"X2851933B", 0.208, 1,    122.609, -149.5,     1.021, 2,    122.616,   30.5,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"X2851933C", 0.208, 1,    122.288,   95.7,    1.0183, 2,    122.295,  -84.3,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0
"X2897784B", 0.208, 1,    123.274, -150.1,    1.0265, 2,    123.281,   29.9,    1.0266, 0, 0, 0, 0, 0, 0, 0, 0
"X3207907A", 0.208, 1,     120.92,  -31.5,    1.0069, 2,    120.927,  148.5,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"X3207907B", 0.208, 1,    123.283, -149.3,    1.0266, 2,     123.29,   30.7,    1.0267, 0, 0, 0, 0, 0, 0, 0, 0
"X3207907C", 0.208, 1,    122.404,   95.7,    1.0193, 2,    122.411,  -84.3,    1.0193, 0, 0, 0, 0, 0, 0, 0, 0
"X2726974B", 0.208, 1,    124.481, -148.8,    1.0366, 2,    124.489,   31.2,    1.0366, 0, 0, 0, 0, 0, 0, 0, 0
"X3029502A", 0.208, 1,    124.348,  -29.7,    1.0355, 2,    124.355,  150.3,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"X3178972C", 0.208, 1,    123.373,   95.6,    1.0273, 2,     123.38,  -84.4,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0
"X3029055B", 0.208, 1,    127.701, -147.4,    1.0634, 2,    127.708,   32.6,    1.0634, 0, 0, 0, 0, 0, 0, 0, 0
"X3029507B", 0.208, 1,    122.019, -150.3,    1.0161, 2,    122.026,   29.7,    1.0161, 0, 0, 0, 0, 0, 0, 0, 0
"X3254230A", 0.208, 1,    116.474,  -32.1,   0.96989, 2,     116.48,  147.9,   0.96995, 0, 0, 0, 0, 0, 0, 0, 0
"X3030203C", 0.208, 1,     126.29,   92.5,    1.0516, 2,    126.297,  -87.5,    1.0517, 0, 0, 0, 0, 0, 0, 0, 0
"X3048203B", 0.208, 1,    120.989, -149.7,    1.0075, 2,    120.996,   30.3,    1.0076, 0, 0, 0, 0, 0, 0, 0, 0
"X3048963B", 0.208, 1,      126.8, -148.1,    1.0559, 2,    126.807,   31.9,    1.0559, 0, 0, 0, 0, 0, 0, 0, 0
"X2674027B", 0.208, 1,     128.35, -147.1,    1.0688, 2,    128.358,   32.9,    1.0689, 0, 0, 0, 0, 0, 0, 0, 0
"X2973163B", 0.208, 1,    121.297, -150.5,    1.0101, 2,    121.305,   29.5,    1.0101, 0, 0, 0, 0, 0, 0, 0, 0
"X2955074A", 0.208, 1,    125.063,  -28.9,    1.0414, 2,    125.071,  151.1,    1.0415, 0, 0, 0, 0, 0, 0, 0, 0
"X3216342B", 0.208, 1,    122.187, -149.6,    1.0175, 2,    122.194,   30.4,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0
"X3235243C", 0.208, 1,    122.578,   95.3,    1.0207, 2,    122.585,  -84.7,    1.0208, 0, 0, 0, 0, 0, 0, 0, 0
"X3214069C", 0.208, 1,    125.528,   93.6,    1.0453, 2,    125.535,  -86.4,    1.0454, 0, 0, 0, 0, 0, 0, 0, 0
"X2841632B", 0.208, 1,    125.422, -149.0,    1.0444, 2,     125.43,   31.0,    1.0445, 0, 0, 0, 0, 0, 0, 0, 0
"X2822859B", 0.208, 1,    121.395, -150.4,    1.0109, 2,    121.402,   29.6,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0
"X3142050C", 0.208, 1,     124.81,   91.1,    1.0393, 2,    124.817,  -88.9,    1.0394, 0, 0, 0, 0, 0, 0, 0, 0
"X2973155A", 0.208, 1,    121.865,  -31.4,    1.0148, 2,    121.872,  148.6,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"X2973791A", 0.208, 1,    121.833,  -28.3,    1.0145, 2,     121.84,  151.7,    1.0146, 0, 0, 0, 0, 0, 0, 0, 0
"X2841629C", 0.208, 1,    125.051,   91.1,    1.0413, 2,    125.059,  -88.9,    1.0414, 0, 0, 0, 0, 0, 0, 0, 0
"X2822868A", 0.208, 1,    120.332,  -31.7,     1.002, 2,    120.339,  148.3,    1.0021, 0, 0, 0, 0, 0, 0, 0, 0
"X3122823B", 0.208, 1,    122.094, -150.3,    1.0167, 2,    122.101,   29.7,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"X2952003B", 0.208, 1,    127.775, -147.2,     1.064, 2,    127.783,   32.8,    1.0641, 0, 0, 0, 0, 0, 0, 0, 0
"X3104856A", 0.208, 1,    124.741,  -29.2,    1.0387, 2,    124.748,  150.8,    1.0388, 0, 0, 0, 0, 0, 0, 0, 0
"X2786204C", 0.208, 1,    125.799,   91.3,    1.0475, 2,    125.806,  -88.7,    1.0476, 0, 0, 0, 0, 0, 0, 0, 0
"X2841622A", 0.208, 1,    121.581,  -31.4,    1.0124, 2,    121.588,  148.6,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0
"X2973150A", 0.208, 1,    120.008,  -30.7,   0.99933, 2,    120.015,  149.3,   0.99939, 0, 0, 0, 0, 0, 0, 0, 0
"X3066826B", 0.208, 1,     125.28, -148.6,    1.0432, 2,    125.288,   31.4,    1.0433, 0, 0, 0, 0, 0, 0, 0, 0
"X3197638A", 0.208, 1,    121.146,  -31.8,    1.0088, 2,    121.153,  148.1,    1.0089, 0, 0, 0, 0, 0, 0, 0, 0
"X2785530A", 0.208, 1,    120.451,  -31.6,     1.003, 2,    120.458,  148.4,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0
"X3082988B", 0.208, 1,    126.395, -148.2,    1.0525, 2,    126.403,   31.8,    1.0526, 0, 0, 0, 0, 0, 0, 0, 0
"X2860491A", 0.208, 1,    123.267,  -30.8,    1.0265, 2,    123.274,  149.2,    1.0265, 0, 0, 0, 0, 0, 0, 0, 0
"X2860491B", 0.208, 1,    123.401, -150.1,    1.0276, 2,    123.408,   29.9,    1.0276, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673305B", 0.208, 1,    124.393, -149.2,    1.0358, 2,      124.4,   30.8,    1.0359, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048196B", 0.208, 1,     124.39, -149.2,    1.0358, 2,    124.398,   30.8,    1.0359, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991911C", 0.208, 1,    124.831,   91.1,    1.0395, 2,    124.838,  -88.9,    1.0395, 0, 0, 0, 0, 0, 0, 0, 0
"SX2973158C", 0.208, 1,    124.938,   91.2,    1.0404, 2,    124.945,  -88.8,    1.0404, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048208A", 0.208, 1,    124.555,  -29.9,    1.0372, 2,    124.562,  150.1,    1.0372, 0, 0, 0, 0, 0, 0, 0, 0
"SX3029502A", 0.208, 1,    124.179,  -29.7,    1.0341, 2,    124.187,  150.3,    1.0341, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104125B", 0.208, 1,    125.023, -148.9,    1.0411, 2,    125.031,   31.1,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160107A", 0.208, 1,    124.226,  -29.6,    1.0345, 2,    124.234,  150.4,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785516B", 0.208, 1,    124.519, -149.1,    1.0369, 2,    124.527,   30.9,     1.037, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141400A", 0.208, 1,    124.006,  -29.6,    1.0326, 2,    124.013,  150.4,    1.0327, 0, 0, 0, 0, 0, 0, 0, 0
"SX2897775C", 0.208, 1,    124.719,   91.1,    1.0386, 2,    124.727,  -88.9,    1.0386, 0, 0, 0, 0, 0, 0, 0, 0
"SX3010565C", 0.208, 1,     124.45,   91.0,    1.0363, 2,    124.457,  -89.0,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"SX2916609C", 0.208, 1,    124.708,   91.1,    1.0385, 2,    124.715,  -88.9,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879073C", 0.208, 1,    124.207,   91.0,    1.0343, 2,    124.215,  -89.0,    1.0344, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104126C", 0.208, 1,    124.247,   90.9,    1.0346, 2,    124.254,  -89.1,    1.0347, 0, 0, 0, 0, 0, 0, 0, 0
"SX3029503C", 0.208, 1,     124.53,   91.0,     1.037, 2,    124.538,  -89.0,     1.037, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691950C", 0.208, 1,    124.765,   91.1,    1.0389, 2,    124.773,  -88.9,     1.039, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691951C", 0.208, 1,    124.709,   91.1,    1.0385, 2,    124.716,  -88.9,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879076C", 0.208, 1,    124.429,   91.0,    1.0361, 2,    124.437,  -89.0,    1.0362, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841630C", 0.208, 1,    124.779,   91.1,    1.0391, 2,    124.786,  -88.9,    1.0391, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841629C", 0.208, 1,    124.879,   91.1,    1.0399, 2,    124.886,  -88.9,    1.0399, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785523C", 0.208, 1,    124.682,   91.1,    1.0382, 2,    124.689,  -88.9,    1.0383, 0, 0, 0, 0, 0, 0, 0, 0
"SX3216347C", 0.208, 1,    124.773,   91.1,     1.039, 2,    124.781,  -88.9,    1.0391, 0, 0, 0, 0, 0, 0, 0, 0
"SX3141388C", 0.208, 1,    124.307,   90.9,    1.0351, 2,    124.314,  -89.1,    1.0352, 0, 0, 0, 0, 0, 0, 0, 0
"SX3066801C", 0.208, 1,    124.499,   91.0,    1.0367, 2,    124.506,  -89.0,    1.0368, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879055C", 0.208, 1,     124.21,   90.9,    1.0343, 2,    124.217,  -89.1,    1.0344, 0, 0, 0, 0, 0, 0, 0, 0
"SX2973144C", 0.208, 1,    124.674,   91.1,    1.0382, 2,    124.682,  -88.9,    1.0382, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785518C", 0.208, 1,    124.456,   91.0,    1.0364, 2,    124.464,  -89.0,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766717C", 0.208, 1,    124.424,   91.0,    1.0361, 2,    124.431,  -89.0,    1.0362, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673309C", 0.208, 1,    124.621,   91.1,    1.0377, 2,    124.628,  -88.9,    1.0378, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104113A", 0.208, 1,    124.377,  -30.1,    1.0357, 2,    124.384,  149.9,    1.0358, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104121A", 0.208, 1,    123.687,  -30.2,      1.03, 2,    123.695,  149.8,      1.03, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673310A", 0.208, 1,    124.204,  -30.1,    1.0343, 2,    124.212,  149.9,    1.0343, 0, 0, 0, 0, 0, 0, 0, 0
"SX2916627A", 0.208, 1,    124.032,  -30.1,    1.0328, 2,    124.039,  149.9,    1.0329, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804283A", 0.208, 1,    124.188,  -30.1,    1.0341, 2,    124.195,  149.9,    1.0342, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104122A", 0.208, 1,    124.364,  -30.1,    1.0356, 2,    124.371,  149.9,    1.0357, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785519A", 0.208, 1,    124.322,  -30.1,    1.0353, 2,     124.33,  149.9,    1.0353, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748129A", 0.208, 1,    124.284,  -30.1,    1.0349, 2,    124.291,  149.9,     1.035, 0, 0, 0, 0, 0, 0, 0, 0
"SX2973151A", 0.208, 1,    123.436,  -30.3,    1.0279, 2,    123.443,  149.7,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748146A", 0.208, 1,    124.298,  -30.1,    1.0351, 2,    124.305,  149.9,    1.0351, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991913A", 0.208, 1,    124.148,  -30.2,    1.0338, 2,    124.155,  149.8,    1.0339, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235253A", 0.208, 1,    124.227,  -30.1,    1.0345, 2,    124.235,  149.9,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991907A", 0.208, 1,    124.296,  -30.1,     1.035, 2,    124.303,  149.9,    1.0351, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879064A", 0.208, 1,    124.346,  -30.1,    1.0355, 2,    124.354,  149.9,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197637C", 0.208, 1,    124.414,   90.9,     1.036, 2,    124.421,  -89.1,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0
"SX2860487C", 0.208, 1,    124.707,   91.0,    1.0385, 2,    124.714,  -89.0,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"SX2841638C", 0.208, 1,    124.971,   90.5,    1.0407, 2,    124.979,  -89.5,    1.0407, 0, 0, 0, 0, 0, 0, 0, 0
"SX3235256A", 0.208, 1,    123.808,  -30.5,     1.031, 2,    123.816,  149.4,     1.031, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197630A", 0.208, 1,    124.052,  -30.4,     1.033, 2,    124.059,  149.6,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104120B", 0.208, 1,    123.444, -149.9,    1.0279, 2,    123.451,   30.1,     1.028, 0, 0, 0, 0, 0, 0, 0, 0
"SX2804251A", 0.208, 1,    123.647,  -30.5,    1.0296, 2,    123.654,  149.5,    1.0297, 0, 0, 0, 0, 0, 0, 0, 0
"SX3254210C", 0.208, 1,    124.825,   90.7,    1.0394, 2,    124.833,  -89.3,    1.0395, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048206A", 0.208, 1,    124.181,  -30.2,    1.0341, 2,    124.188,  149.8,    1.0341, 0, 0, 0, 0, 0, 0, 0, 0
"SX2710510C", 0.208, 1,    124.807,   90.7,    1.0393, 2,    124.814,  -89.3,    1.0393, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197628C", 0.208, 1,    124.966,   90.8,    1.0406, 2,    124.973,  -89.2,    1.0407, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766718C", 0.208, 1,    125.008,   90.9,     1.041, 2,    125.016,  -89.1,     1.041, 0, 0, 0, 0, 0, 0, 0, 0
"SX3010556A", 0.208, 1,     124.12,  -30.2,    1.0336, 2,    124.127,  149.8,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"SX2710520A", 0.208, 1,    123.727,  -30.6,    1.0303, 2,    123.734,  149.4,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"SX2710521A", 0.208, 1,    124.033,  -30.5,    1.0328, 2,     124.04,  149.5,    1.0329, 0, 0, 0, 0, 0, 0, 0, 0
"SX3085396A", 0.208, 1,    123.724,  -30.6,    1.0303, 2,    123.731,  149.4,    1.0303, 0, 0, 0, 0, 0, 0, 0, 0
"SX3122813A", 0.208, 1,    123.758,  -30.6,    1.0306, 2,    123.765,  149.4,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"SX3254219C", 0.208, 1,    125.178,   90.5,    1.0424, 2,    125.186,  -89.5,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0
"SX3254220C", 0.208, 1,    125.267,   90.5,    1.0431, 2,    125.275,  -89.5,    1.0432, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104134C", 0.208, 1,    125.022,   90.4,    1.0411, 2,    125.029,  -89.6,    1.0411, 0, 0, 0, 0, 0, 0, 0, 0
"SX2860490A", 0.208, 1,    123.714,  -30.6,    1.0302, 2,    123.721,  149.4,    1.0302, 0, 0, 0, 0, 0, 0, 0, 0
"SX3254218A", 0.208, 1,    123.887,  -30.6,    1.0316, 2,    123.894,  149.4,    1.0317, 0, 0, 0, 0, 0, 0, 0, 0
"SX3066818B", 0.208, 1,    123.419, -150.1,    1.0277, 2,    123.426,   29.9,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785528B", 0.208, 1,    123.097, -150.2,     1.025, 2,    123.104,   29.8,    1.0251, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748130B", 0.208, 1,    123.402, -150.1,    1.0276, 2,    123.409,   29.9,    1.0276, 0, 0, 0, 0, 0, 0, 0, 0
"SX3254212B", 0.208, 1,    123.318, -150.1,    1.0269, 2,    123.325,   29.9,     1.027, 0, 0, 0, 0, 0, 0, 0, 0
"SX2785520B", 0.208, 1,    123.035, -150.2,    1.0245, 2,    123.042,   29.8,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"SX2729411A", 0.208, 1,    123.327,  -30.7,     1.027, 2,    123.335,  149.3,     1.027, 0, 0, 0, 0, 0, 0, 0, 0
"SX2897781A", 0.208, 1,    123.216,  -30.7,     1.026, 2,    123.223,  149.3,    1.0261, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197644A", 0.208, 1,     123.46,  -30.6,    1.0281, 2,    123.467,  149.4,    1.0281, 0, 0, 0, 0, 0, 0, 0, 0
"SX3010566C", 0.208, 1,    124.512,   91.0,    1.0368, 2,    124.519,  -89.0,    1.0369, 0, 0, 0, 0, 0, 0, 0, 0
"SX3236011B", 0.208, 1,    126.373, -148.3,    1.0523, 2,     126.38,   31.7,    1.0524, 0, 0, 0, 0, 0, 0, 0, 0
"SX3198358B", 0.208, 1,    126.549, -148.2,    1.0538, 2,    126.556,   31.8,    1.0539, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104859B", 0.208, 1,    126.405, -148.2,    1.0526, 2,    126.412,   31.8,    1.0527, 0, 0, 0, 0, 0, 0, 0, 0
"SX2936275B", 0.208, 1,    126.094, -148.6,      1.05, 2,    126.101,   31.4,    1.0501, 0, 0, 0, 0, 0, 0, 0, 0
"SX3179674B", 0.208, 1,    126.224, -148.5,    1.0511, 2,    126.231,   31.5,    1.0511, 0, 0, 0, 0, 0, 0, 0, 0
"SX2748840B", 0.208, 1,    126.161, -148.6,    1.0506, 2,    126.168,   31.4,    1.0506, 0, 0, 0, 0, 0, 0, 0, 0
"SX3142099B", 0.208, 1,    126.191, -148.5,    1.0508, 2,    126.199,   31.5,    1.0509, 0, 0, 0, 0, 0, 0, 0, 0
"SX3011298C", 0.208, 1,    125.788,   92.0,    1.0475, 2,    125.795,  -88.0,    1.0475, 0, 0, 0, 0, 0, 0, 0, 0
"SX2711234B", 0.208, 1,    126.396, -148.2,    1.0525, 2,    126.403,   31.8,    1.0526, 0, 0, 0, 0, 0, 0, 0, 0
"SX3198355B", 0.208, 1,    125.958, -148.4,    1.0489, 2,    125.965,   31.6,    1.0489, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879773A", 0.208, 1,    125.075,  -29.0,    1.0415, 2,    125.082,  151.0,    1.0416, 0, 0, 0, 0, 0, 0, 0, 0
"SX2786274C", 0.208, 1,    126.217,   92.2,     1.051, 2,    126.224,  -87.8,    1.0511, 0, 0, 0, 0, 0, 0, 0, 0
"SX3179682C", 0.208, 1,    126.014,   92.1,    1.0493, 2,    126.022,  -87.9,    1.0494, 0, 0, 0, 0, 0, 0, 0, 0
"SX2936270A", 0.208, 1,    125.728,  -29.3,     1.047, 2,    125.736,  150.7,     1.047, 0, 0, 0, 0, 0, 0, 0, 0
"SX3086078A", 0.208, 1,    125.617,  -29.4,     1.046, 2,    125.624,  150.6,    1.0461, 0, 0, 0, 0, 0, 0, 0, 0
"SX3217056A", 0.208, 1,    125.659,  -29.3,    1.0464, 2,    125.666,  150.7,    1.0464, 0, 0, 0, 0, 0, 0, 0, 0
"SX3217057A", 0.208, 1,    125.427,  -29.5,    1.0445, 2,    125.435,  150.5,    1.0445, 0, 0, 0, 0, 0, 0, 0, 0
"SX2936268C", 0.208, 1,    126.028,   91.5,    1.0495, 2,    126.035,  -88.5,    1.0495, 0, 0, 0, 0, 0, 0, 0, 0
"SX2823592A", 0.208, 1,     125.05,  -29.7,    1.0413, 2,    125.057,  150.3,    1.0414, 0, 0, 0, 0, 0, 0, 0, 0
"SX3160863C", 0.208, 1,    125.606,   91.2,    1.0459, 2,    125.613,  -88.8,     1.046, 0, 0, 0, 0, 0, 0, 0, 0
"SX2730108C", 0.208, 1,    125.566,   91.3,    1.0456, 2,    125.573,  -88.8,    1.0457, 0, 0, 0, 0, 0, 0, 0, 0
"SX2786204C", 0.208, 1,    125.594,   91.3,    1.0458, 2,    125.601,  -88.7,    1.0459, 0, 0, 0, 0, 0, 0, 0, 0
"SX2936216C", 0.208, 1,    125.212,   91.2,    1.0427, 2,    125.219,  -88.8,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0
"SX3029498C", 0.208, 1,    125.094,   91.5,    1.0417, 2,    125.101,  -88.5,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991912A", 0.208, 1,    124.268,  -29.5,    1.0348, 2,    124.275,  150.5,    1.0349, 0, 0, 0, 0, 0, 0, 0, 0
"SX3104128A", 0.208, 1,    124.237,  -29.5,    1.0345, 2,    124.244,  150.5,    1.0346, 0, 0, 0, 0, 0, 0, 0, 0
"SX2673315A", 0.208, 1,    123.934,  -29.6,     1.032, 2,    123.941,  150.4,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766721A", 0.208, 1,    124.271,  -29.5,    1.0348, 2,    124.279,  150.5,    1.0349, 0, 0, 0, 0, 0, 0, 0, 0
"SX2991906A", 0.208, 1,    123.977,  -29.6,    1.0324, 2,    123.984,  150.4,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879054A", 0.208, 1,    124.452,  -29.4,    1.0363, 2,    124.459,  150.6,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"SX3254211B", 0.208, 1,    123.037, -150.1,    1.0246, 2,    123.044,   29.9,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"SX2729407B", 0.208, 1,    122.864, -150.2,    1.0231, 2,    122.871,   29.8,    1.0232, 0, 0, 0, 0, 0, 0, 0, 0
"SX2691942B", 0.208, 1,    122.968, -150.2,     1.024, 2,    122.975,   29.8,     1.024, 0, 0, 0, 0, 0, 0, 0, 0
"SX3197629B", 0.208, 1,    123.036, -150.1,    1.0245, 2,    123.043,   29.9,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"SX2879065B", 0.208, 1,    122.574, -150.3,    1.0207, 2,    122.581,   29.7,    1.0208, 0, 0, 0, 0, 0, 0, 0, 0
"SX0247160B", 0.208, 1,    122.868, -150.2,    1.0231, 2,    122.875,   29.8,    1.0232, 0, 0, 0, 0, 0, 0, 0, 0
"SX0247162B", 0.208, 1,    122.908, -150.2,    1.0235, 2,    122.916,   29.8,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0
"SX2766732B", 0.208, 1,    122.694, -150.3,    1.0217, 2,    122.701,   29.7,    1.0218, 0, 0, 0, 0, 0, 0, 0, 0
"SX2897784B", 0.208, 1,    123.157, -150.1,    1.0256, 2,    123.164,   29.9,    1.0256, 0, 0, 0, 0, 0, 0, 0, 0
"SX0247171B", 0.208, 1,    122.923, -150.2,    1.0236, 2,     122.93,   29.8,    1.0237, 0, 0, 0, 0, 0, 0, 0, 0
"SX2936279C", 0.208, 1,    125.974,   92.0,     1.049, 2,    125.981,  -88.0,    1.0491, 0, 0, 0, 0, 0, 0, 0, 0
"SX3179678B", 0.208, 1,      125.9, -148.5,    1.0484, 2,    125.907,   31.5,    1.0485, 0, 0, 0, 0, 0, 0, 0, 0
"SX3179650B", 0.208, 1,    127.793, -147.2,    1.0642, 2,      127.8,   32.8,    1.0642, 0, 0, 0, 0, 0, 0, 0, 0
"SX2730107C", 0.208, 1,    124.588,   95.5,    1.0375, 2,    124.595,  -84.5,    1.0375, 0, 0, 0, 0, 0, 0, 0, 0
"SX3048888C", 0.208, 1,    124.343,   91.1,    1.0354, 2,    124.351,  -88.9,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"SX3064514C", 0.208, 1,    124.287,   91.1,     1.035, 2,    124.294,  -88.9,     1.035, 0, 0, 0, 0, 0, 0, 0, 0
"SX2861158C", 0.208, 1,    124.641,   91.2,    1.0379, 2,    124.649,  -88.8,     1.038, 0, 0, 0, 0, 0, 0, 0, 0
"SX2952007C", 0.208, 1,    124.587,   91.1,    1.0375, 2,    124.594,  -88.9,    1.0375, 0, 0, 0, 0, 0, 0, 0, 0
"SX3254873C", 0.208, 1,    124.605,   91.1,    1.0376, 2,    124.613,  -88.9,    1.0377, 0, 0, 0, 0, 0, 0, 0, 0
